"17-AAG","AEW541","AZD0530","AZD6244","Erlotinib","Irinotecan","L-685458","LBW242","Lapatinib","Nilotinib","Nutlin-3","PD-0325901","PD-0332991","PF2341066","PHA-665752","PLX4720","Paclitaxel","Panobinostat","RAF265","Sorafenib","TAE684","TKI258","Topotecan","ZD-6474"
2.6091,0.7086,1.8946,0.6753,0.5515,NA,0.4006,1.2891,0.3471,NA,0.1969,0.56,NA,0.2731,0.4523,0.3832,5.4493,2.8148,NA,0.3345,0.4094,0.7068,2.5762,1.5061
2.8103,0.4023,0.4595,0,0.1893,2.4213,0,0.037,0.3181,0.1617,0.09049,0.2342,0.312,0.03085,0.3944,0.01235,2.7161,3.2022,0.2124,0.2041,0,0.2215,0.8191,0.5531
3.8606,1.1557,0.9268,1.4084,0.3449,NA,0,1.6691,0.6883,0.3714,0.5754,1.8382,0.1374,0.6549,1.0101,0.5192,5.2761,4.8063,1.6292,0.827,1.3415,0.8745,2.5426,0.9135
4.1444,1.0001,2.0485,1.6198,2.1,NA,0.2743,0.7285,1.4366,1.0867,0.5461,2.1571,0.3205,1.0815,0.1681,0.2989,6.8819,4.4637,2.0956,0.8092,1.8193,0.8257,4.6446,1.305
4.5797,0.8125,1.6338,0.9032,0.8402,NA,0.09828,0.5034,2.0762,0.5581,0.2675,1.6269,1.2174,0.493,0.2587,0.02614,5.6339,3.7483,1.2052,0.4548,0.5027,0.2642,1.2184,1.3526
4.7694,0.5445,2.2272,0.7347,2.6857,1.7352,0.05828,0,1.9085,0.3039,0,0.7479,0.1876,0.01164,0.1044,0.7655,2.4629,3.8509,1.1716,0,0.9348,0.3062,2.0685,3.2719
3.4326,0.8118,2.3879,0.1997,3.7373,2.5662,0.6167,0.2142,1.8224,0.7678,0.1393,1.7547,0.6659,0.531,0,0.08633,5.8944,3.8515,1.8457,0.3675,1.5185,0.6712,1.7052,3.0689
4.7402,0.9276,0.4591,0.7028,0.1511,NA,0.4521,2.3407,0.1527,NA,0.09813,1.5458,NA,0.2043,1.1856,0.5668,5.8639,4.1851,1.5482,0.5025,1.0325,0.3747,2.2173,0.9367
NA,0.6342,1.1856,3.7803,0.2732,1.8327,NA,0.3968,0.4479,0.09552,0.1928,5.0257,0.3011,0.2215,0.3011,0,4.1463,4.3664,0.5951,0.08142,0.8885,0.191,1.5781,0.7121
3.0273,0.6154,0.571,1.2257,0.3408,2.2185,0,0.426,0.6068,0.09364,0.1437,2.1081,0.0002795,0.2158,0.1703,0.05906,5.4912,4.4205,0.7232,0.5751,0.9657,0.6686,2.4964,0.8561
1.8194,0.3367,0.3899,0.1545,0.02019,NA,0,0.3811,0.07474,0.01119,0.0682,0.3694,0.1592,0.5792,0.7086,0.2376,3.5376,3.9946,0.1753,0,0.8875,0.2193,4.1192,0.5071
3.074,0.8091,2.8997,0,4.4132,NA,0.7494,0.4814,0.956,NA,0,0.7286,NA,0.3058,0.4763,0.3699,4.5217,4.0611,NA,0.5981,1.5033,0.1211,1.736,3.1181
3.4601,0.5664,0.2996,1.9489,0.2184,3.3454,0.05555,0.1936,0.3587,0.2101,0.5542,3.6651,0.1507,0.678,0.6267,0.171,6.4469,4.9122,2.0303,0.8268,1.092,0.6307,3.2013,0.3113
2.6346,1.1814,0.9084,0.6149,0.4596,2.7435,0.01443,1.1051,1.0195,0.6787,0.02414,1.4088,0.2188,0.3213,0.2077,0.1654,3.1674,3.1759,2.4916,1.1377,0.9206,1.1809,2.7169,0.2839
3.7408,1.389,0.5385,2.7557,0.8709,NA,NA,0.4014,0.6625,NA,0.3302,4.6897,NA,0.8361,0.6999,0.7874,6.7594,4.3193,NA,0.9484,1.4183,1.2701,5.7676,0.3995
4.9797,1.0021,2.1889,1.4415,1.6374,3.8757,2.4531,0.8306,2.4691,3.0468,1.6096,3.6834,3.2073,1.0024,1.2229,0.3534,6.3132,4.718,2.0498,0.1197,1.7956,1.6516,3.7682,2.0527
3.7984,0.2402,1.6659,3.233,2.2608,2.922,0.7341,0.5978,1.59,0.6752,0.1366,3.6687,0.6006,0.5081,0.9897,0,6.3134,5.4317,2.8886,0.7036,1.695,1.06,3.6883,2.1857
2.8197,0.8549,1.6748,1.0471,0.1217,NA,0.02586,0.7562,0.1152,0.7392,0.3542,1.652,0.4081,0.2774,0,0.2945,4.9047,4.8108,1.6598,0.6987,0.614,0.8994,2.287,0.4923
2.9013,1.3248,2.6185,2.2178,1.0704,1.4273,1.054,0.6257,0.6192,1.4282,0.1361,2.6065,1.3735,0.7286,0.02138,0.3746,3.9821,4.6043,1.62,0.9618,1.0383,1.218,2.025,1.7224
2.5866,0.8731,1.5751,1.3455,0.7614,1.7593,0.7817,0.2743,0.7347,0.2585,0,1.1822,0,0.03693,0.1203,0.1457,5.4401,3.7871,2.0805,0.5294,0.8138,1.4313,2.833,1.4384
4.6862,0.1955,0.1751,0.07603,0,3.2408,0.06052,0.8957,0.4616,0.5323,0.1335,0.1312,0.07914,0.7284,0.5421,0.215,5.8464,4.4044,2.5085,0.852,0.4049,0.8078,2.7943,0.5306
3.2777,0.1996,0.04556,0.03026,0.05487,3.771,1.0539,0.1996,0,0.1066,0.009183,0.05466,0.1972,0.6056,0.03088,0.1145,3.8476,4.4225,2.0355,0.6413,1.0285,0.3578,3.4251,0.04773
2.4531,0.8225,0.7863,0.3154,0.7348,3.6618,0.7208,0.7948,1.1782,1.4706,0.9376,1.1049,1.186,0.7721,1.6126,0.9701,4.1261,5.0758,1.5241,1.2738,1.1543,0.8098,3.0713,3.339
2.2799,0.7872,0.5733,0.6032,0.4473,NA,0.0872,0.5083,0.1414,0.3645,0.4619,0.592,0.07361,0.1365,0.2805,0.09693,5.1205,4.6644,0.9991,0.3034,0.6456,0.6331,2.99,0.6026
3.5814,1.5664,0.5329,1.026,0.4963,1.5377,0.1852,0.2849,0.1116,0.6464,0.5628,2.6284,0,0.6479,0.4931,0.2675,3.7909,4.4206,1.377,0.6187,2.3426,1.5491,0.7921,0.881
5.3606,1.529,0.3882,3.0232,0.1433,3.224,0.07509,0.7298,0.2365,0.239,0.6041,3.9209,0.8202,0.744,0.2249,1.1158,4.8993,4.9398,1.58,0.2541,1.5851,0.9497,2.7849,0.8542
3.8485,0.5856,0.596,0.9399,0.2561,3.4329,0.06468,0.04267,0.0632,0.403,0.1962,2.2657,0.4718,0.7314,0,NA,5.1752,4.431,2.2513,0.6201,0.8663,0.8956,3.8241,NA
3.6359,1.0097,0.801,0.08234,0.2264,1.955,0.7627,0.151,0.3305,0.7505,0.176,0,1.3939,1.0484,0.05354,0.2173,6.2021,4.4176,1.6065,0.4772,2.0106,1.5571,2.186,1.5656
2.1617,0.975,0.8571,0.8535,0.4083,NA,1.0586,0.6424,0.7705,0.8973,1.9892,0.7106,1.5875,0.8985,0.3423,0.1086,5.0317,6.1876,1.0966,1.3007,1.496,0.3257,3.7783,1.054
3.5942,0.8423,1.5,1.1747,0.5841,3.7736,0,0.7126,0.3719,0.1366,0.5281,0.8906,0.04018,0.4126,0.1807,0.5801,4.855,4.42,1.3733,0.5575,0.8174,1.3732,3.7109,1.2425
3.6072,1.0301,0.1051,2.9909,0.3479,1.7798,0,0.09633,0.3697,0.2208,0.2093,3.8973,0.3245,0.5299,0,0.07445,5.3291,3.0692,0.4812,0.2971,1.1591,0.475,2.0497,0.02721
4.5134,1.1052,1.3243,0.4484,1.0646,3.5353,0.1614,0.4205,1.053,0.5979,0.1048,1.327,0.3092,0.4672,0.5584,0.4418,6.5093,4.588,2.3833,1.3145,1.707,1.8672,3.8274,1.6382
3.4429,0.5479,0.1945,0.3858,0.2068,3.5016,0.2133,0.5549,0.7597,0.4549,0.7641,1.1514,0.7598,0.7702,1.1388,0.1291,6.143,4.5348,1.3312,0.06738,0.6085,0.369,2.6696,1.05
3.905,1.5511,1.8324,2.1314,0.7557,2.3686,0.1013,1.2394,0.5041,0.9597,0.6948,3.3129,0.8548,1.77,1.1633,0.8802,5.5399,4.6008,1.6427,0.8845,1.966,0.8533,2.9519,1.4355
3.803,1.3463,1.8783,2.0653,0.965,NA,1.3888,1.1707,1.3411,NA,1.7918,3.016,NA,1.0399,1.7663,0.2772,4.9936,3.7254,0.9446,0.4414,1.1629,0.8712,3.3008,1.4523
2.7954,0.969,0.6296,1.0543,0.6342,2.3295,0.0003624,1.8489,0.3933,0.1473,0.5178,2.213,0.2844,0.5367,0.1508,0.6301,4.8987,3.8112,1.4222,0.01333,0.9395,0.6116,2.4773,0.5163
3.8639,0.2538,0.4801,0.2979,0.05836,NA,0,0.5308,0.2025,0.2575,0.4288,1.2618,0.4447,0.4021,0,0.3128,6.8292,4.1861,1.2571,0.05614,0.7075,1.1832,1.2176,0.4577
4.354,0.7117,1.2891,0.4306,0.07119,2.8785,0.04761,0.3543,0.03881,0.2585,0.2897,0.5807,0.277,1.0135,0.05832,0.1648,5.9641,3.6994,1.1058,0.2025,1.7276,0.7687,3.1158,0.2458
3.3577,0.9336,0.3278,1.5491,0.0222,2.5234,0.02135,0.8372,0.3009,0.1666,0.4623,2.3595,0.294,0.4068,0.2251,0.752,3.3945,4.6716,1.2493,0.09031,0.9149,0.5711,2.2942,0.5239
3.1048,1.4926,0.5674,0.5233,0.1266,NA,0.1671,1.5302,0.4988,NA,0.6331,0.44,NA,0.7401,0.9979,0.2016,5.2003,3.5883,1.433,0.04854,1.2524,0.9618,3.3782,0.6146
3.5069,0.845,1.7904,1.5266,0.3248,NA,0.7244,0.7589,0.5103,0.8844,1.6156,2.6193,0.6801,3.4785,1.221,0.2152,5.1829,4.7462,2.2018,0.2575,0.8022,0.7003,3.0074,0.7248
3.2746,0.3245,1.7451,2.7227,0.6797,0.9451,0.1058,0.006976,0.3614,0.2082,0.6257,3.6998,0.5099,0.846,0,0.09305,3.1435,3.5238,1.8703,0.2793,1.623,0.6438,0.9675,1.3798
4.9316,1.595,1.0993,1.3702,0.2035,0.8084,0.1685,0.3792,0.1743,0.5659,0.363,2.3665,0.44,0.9536,0.3071,0.1203,4.7678,4.298,1.1536,0.4032,2.5434,0.6529,1.4231,1.383
3.9897,0.2207,0.1732,2.825,0,1.5988,0.02243,0.3202,0,0.001392,0.2465,3.7454,0.3558,0.2561,0.4376,0.5499,5.0763,5.0778,0.6888,0.1109,0.2688,0.2364,1.5226,1.6372
5.1729,0.07816,0.5327,2.5274,0.1288,NA,0.445,1.3325,0.1568,0.6022,0.2051,3.25,0.5095,0.1208,0.8439,1.2778,3.864,4.5715,1.0122,0.08454,0.2371,0.7845,1.5029,1.4242
3.4641,0.919,0.7203,2.5552,0.3722,4.1102,0.1918,3.0047,0.2636,0.2055,0.4258,3.1033,0.2519,0.71,0.3612,0.7113,6.4682,4.3351,2.182,0.6535,0.8553,1.2664,3.7638,0.7532
3.1995,0.1172,0.7791,0.0567,0.6125,3.5079,0.1213,0.2136,0.5269,0.2326,0.3311,0.2316,0,0.03532,0.2599,0.2626,4.6615,3.2598,0.6273,1.0356,0.1918,0.5043,3.8791,1.682
4.0847,0.6785,0.1531,1.8734,0.02918,NA,0.1955,0.9264,0.2133,NA,0.4817,2.4808,0.03595,0.8244,0.2556,0.07934,6.7248,4.6286,1.7451,0.1179,0.5672,0.5673,3.3672,0.6356
1.8151,1.5118,0.7165,1.1711,0.2642,1.3475,0.04266,0.358,0.3532,0.06098,0.3538,2.0249,0,0.2529,0.008045,0,1.967,4.3308,1.8252,0.1303,1.032,0.6075,0.7309,1.0391
3.2082,0.9099,1.657,0.7726,1.4249,1.5047,0.04978,0.5259,1.0678,0.2472,0.6192,1.0196,0.1599,0.765,0.4499,0.5576,3.9561,3.9747,2.1599,0.3819,1.6853,1.4078,0.1703,1.6519
4.3186,0.8903,0.3266,2.8194,0.5338,2.7864,0.3225,0.4271,0.5575,0.8419,0.5415,4.4659,0.01489,0.6186,0.2313,2.267,4.6768,4.0197,2.8681,0.6104,1.1289,1.11,2.9211,0.8201
5.3135,1.8932,0.9439,4.148,0,3.1076,0.1403,0.1759,0.8029,0.4398,0.3962,4.683,0.343,0.5708,0.2648,1.6266,6.2246,4.5754,2.0208,0.658,2.1444,0.9653,2.4461,1.2904
4.4626,0.472,0.7877,1.5451,0.6185,NA,2.0354,0.9452,0.5864,0.05258,0.9368,0.9237,0.3291,1.4918,0.3471,0,6.6008,6.1087,1.7105,1.8156,2.4755,0.2781,4.0798,0.7499
3.6046,0.3628,0.08281,1.4631,0.4576,2.0752,0.324,0.4118,0.7029,0.3396,0.3646,2.3323,0.2356,0.544,0.2262,0.2696,4.1198,3.9488,1.6195,0.4565,0.7162,0.5208,2.3615,1.2156
2.7021,1.4368,0.5394,0.1214,0.4804,2.3966,0,0.04504,0.3326,0.2987,0.1682,0.2633,0.559,0.4129,0.1365,0.09978,4.4053,3.2468,1.0498,0.1994,1.3823,0.9419,2.5865,0.3792
2.5525,0.5173,0.7185,1.6739,0.2869,2.011,0,0.6851,0.1481,0.1507,0.3224,2.2718,0.3721,0.391,0.1855,0.1687,4.484,3.932,0.9198,0.1761,0.1825,0.7941,1.9046,1.1563
4.9176,2.0752,2.4276,2.1476,1.4576,NA,0.618,1.409,1.1058,1.2267,1.0421,4.3231,1.2859,1.6044,0.7677,0,5.8226,5.0741,2.2658,0.15,2.8087,0.9989,4.3506,2.3812
3.4997,1.68,1.2907,4.2205,0.7256,NA,0.7216,2.1283,0.7425,1.4199,1.0177,5.1608,0.6579,1.9154,1.2301,0.109,6.5788,6.2215,1.7692,0.7262,1.8444,1.1536,4.0129,1.5493
1.1265,1.0362,0.3366,0.1423,0.3108,2.821,0.08142,0.5557,0.8124,0.5739,0.3516,0.9959,0.2366,0.5516,0.6265,0.3496,1.3967,3.8931,2.2068,0.8639,0.4315,0.5726,2.475,0.8879
3.0876,1.4834,0.6652,3.6362,0.3618,3.7394,0.2019,0.4557,0.4278,0.8076,0.5574,4.6732,0.9764,1.0685,0.03001,2.2723,6.1199,4.655,2.0066,0.7135,1.4119,0.6398,2.9305,0.5995
2.3156,0.7806,1.3605,0.575,0.4376,2.7698,0.09005,0.8244,0.08543,0.1603,0.2199,1.2794,0.08489,0.6601,0.6169,0.187,5.1485,3.1685,1.7809,0.2575,0.8205,0.7215,2.5969,0.896
2.6076,0.3161,1.9254,0.6622,1.1493,2.3182,0,0.06797,0.8646,0.4447,0.2323,1.8264,0.01444,0.1002,0.05415,NA,3.7989,4.0604,1.889,0.8575,0.568,0.8688,3.0213,NA
5.2425,1.8968,1.59,4.5529,2.1284,NA,2.1175,1.4143,1.3837,2,0.4315,3.5032,2.7932,1.8964,2.4817,1.0346,6.4774,5.6788,1.4441,0.4556,0.4255,1.7889,2.9373,2.539
1.7962,1.434,1.7157,0.192,0,NA,0.008973,0.3256,0.2626,0.933,1.9315,0.7572,1.2198,1.4072,0.4065,0.9383,7.4776,4.644,1.7529,0.024,2.4557,1.5986,5.2822,0.6165
3.5373,0.9805,0.04946,3.8036,0.5104,3.1056,0.1943,0.1968,0.2847,0.2386,0.01412,5.61,0.09373,0.1298,0.1498,0.5122,5.3262,4.117,3.249,0.6293,0.4449,1.4256,2.6856,0.7882
4.4612,0.6813,0.8908,1.2402,1.7752,NA,0.5113,1.8825,0.9137,NA,1.2014,1.396,NA,0.9138,1.4672,0.6903,7.0334,5.2869,NA,0.863,1.4667,1.8453,3.489,1.9159
1.8467,1.0009,1.0161,0.4444,0.2581,2.7861,0.08369,0.1007,0.6966,1.0773,0.7859,0.2834,0.5512,0.711,0.4109,0.04503,3.3207,4.4893,1.468,1.155,1.6908,1.2961,3.464,1.7474
3.4708,0.8105,0.734,0.2557,0.3595,4.5254,0.1958,0.2477,0.7325,0.7994,0.5093,1.4177,1.7991,0.8679,0.3662,1.2888,6.3544,4.8466,3.3988,0.6781,1.1692,1.8216,4.9511,0.794
2.8006,0.5417,0.321,0.8117,0.3626,NA,0.003353,0.8301,0.07309,NA,0.2029,0.7796,0.01258,0.2938,0.7733,0.05758,3.7283,3.699,0.6166,0,0.3088,0.6612,3.0246,0.8977
1.9145,0.6633,1.6623,0.3716,0.4617,2.7736,0.04782,0.286,0.4059,0.4738,0.1904,0.9955,0.04275,0.4645,0.02149,0.2102,3.9899,4.3211,1.0566,0.1974,0.3419,0.6265,2.203,1.7901
0.8741,0.6781,1.0493,0.9964,0.4773,3.466,0.003237,1.1443,0.9322,0.5288,0.4071,1.2402,0.1503,0.4427,0.6874,0.7605,4.1514,4.399,0.9857,0.7286,0.4165,0.1252,4.2614,1.4705
4.6117,1.2766,1.4841,1.1148,1.4192,NA,0.3826,0.1843,1.8201,NA,0.1139,2.5049,NA,0.3285,0.0742,0.06765,4.7876,4.4314,1.0799,0.3623,0.868,0.3701,4.1015,2.5902
2.2829,0.05775,0.3986,0,0.01655,0.5917,0.08491,0.0335,0,0.02888,0.1078,0.1574,0.03619,0.1223,0,0.05661,2.9703,2.822,0.3966,0.02019,0.03916,0.1206,0.1861,1.0895
4.2024,1.6698,0.6958,1.5053,0.6282,NA,NA,0.9234,0.9747,NA,0.8485,2.2898,NA,0.7837,1.4814,0.8328,6.0801,4.4785,NA,1.0576,2.3994,1.8163,3.2097,1.6495
1.9626,1.2322,0.4457,1.2776,0.1802,NA,0.5928,1.1132,0.5668,0.5389,0.4878,1.0772,0.03892,0.3298,0.5548,0.6494,4.1841,3.0253,1.0853,0,0.7772,0.7762,2.3488,1.3901
1.6599,1.549,1.733,0.6264,0.9895,NA,0.4816,2.5589,1.0099,1.2189,0.7082,0.6151,0,0.7615,0.495,0.2998,5.2994,3.1822,1.1065,0.2538,1.3722,1.098,2.2804,1.9067
4.8857,0.4333,0.5545,0.1476,0.1292,NA,0.5642,0.5591,0.1097,NA,0.9028,0.8896,NA,1.1936,0.4778,0.5751,6.1947,5.1923,NA,0.4216,1.377,1.4968,4.3234,1.6028
2.0988,0.2846,0.05758,0.1883,0.7337,NA,0.5253,0.1574,0.143,0.6152,0.3451,0.2912,0.6972,0,0.04249,0,6.1963,5.2913,0.5594,0.2965,0,0.2027,3.6682,0.4424
4.8463,1.4305,0.6231,1.3179,1.0426,3.4227,0.7145,0.1648,0.1266,0.6397,0.4729,1.7564,0.9204,0.7331,0.7479,0.5902,6.0871,4.4484,2.4805,0.7113,2.6435,2.8243,3.8976,1.7263
3.0827,1.2993,2.5246,1.273,1.1054,5.0107,1.2202,0.878,0.9963,0.9375,1.0682,0.7167,1.778,2.0558,1.009,1.4195,7.2847,5.4117,3.086,1.4882,2.2342,2.0581,5.3756,2.4584
5.1094,1.0059,1.5103,3.1872,1.8084,5.795,1.8714,1.2389,1.2129,1.8695,3.1439,3.4643,2.6673,1.5846,0.8275,1.7807,7.5086,5.7298,4.4472,1.21,2.3725,2.8261,5.7118,2.893
2.73,1.4618,0.04896,2.493,0.03277,2.933,0.003384,0.2338,0.6687,0.6065,0.6093,3.6445,0.4534,0.5345,0.6852,1.433,5.2658,4.8894,2.2205,0.5472,0.8642,0.7623,2.5552,1.459
3.853,0.4127,1.1537,1.2031,0.3822,2.2827,0.2999,0.7127,0.5346,0.2728,0.5073,2.4758,0.7226,0.7377,0.2795,0.615,6.0363,3.7029,2.2201,0.1169,1.3825,0.6178,2.841,1.3023
3.0586,0.2968,0.1212,0.7473,0,NA,0,0.6597,0,0.04111,0.1569,1.4693,0.4576,1.2033,1.0762,0.1536,5.9128,4.2807,1.0229,0.09596,3.0368,0.3247,2.6928,0.2015
3.0913,1.432,0.5777,0.7856,0.01967,3.6338,1.226,0.456,0.454,0.1021,0.3927,0.8127,0.4619,0.719,1.0764,0,2.2649,5.1266,2.5356,0.4391,1.9474,0.7243,4.1392,0.03643
3.1529,2.9271,0.863,4.2428,0.7388,2.5262,1.9258,1.0111,0.4323,0.3661,0.1505,4.076,1.4777,0.6391,1.0286,0.4897,6.8236,5.5411,1.2707,1.3176,2.6193,0.4642,2.7252,1.1093
4.3846,1.5103,1.2213,1.9695,1.0277,4.7985,1.192,0.931,0.1136,1.0794,1.0186,2.1986,1.2846,0.7177,1.0151,0.6096,6.5453,6.4096,2.2936,0.941,1.0007,1.5712,4.5603,1.161
4.7185,0.8817,3.2752,3.1959,0.6935,4.4124,1.3594,1.2877,0.9807,5.6277,0.644,3.6923,1.2449,2.7737,1.9724,0.3954,7.0551,5.8635,2.4167,1.6803,2.1484,1.5281,4.5702,2.5777
2.8221,1.5188,0.4174,0.3826,1.0481,NA,0.06147,0.3899,1.1427,0.5221,0.4792,1.0631,0.5574,0.3858,0.3528,0,4.0212,3.8736,1.2418,0.4823,1.1325,0.6301,1.9144,1.2628
3.6685,0.6478,1.0054,0.4438,0.8743,5.0752,0.876,0.4415,0.233,0.2995,0.9093,0.4468,0.6872,0.7684,0.4237,0.828,7.3811,5.6306,2.7114,0.6616,1.5231,1.8613,5.4387,1.3015
2.0176,0.7389,0.499,0.4287,0.2575,NA,0.03601,0.1127,0.1516,NA,0.203,0.9878,NA,0.7127,0.4493,0.2889,4.7326,4.6979,NA,0.4258,1.6594,0.4625,3.7898,0.5221
2.3487,0.7337,0,1.3541,0.9725,2.8217,0,0.7313,0.5561,0.6361,1.2248,3.2569,0.8043,1.0949,0.6818,0.6241,4.9233,5.646,2.8447,0.8453,2.5558,3.1467,2.984,3.3595
3.4416,3.717,0.4197,2.674,1.043,4.2888,1.7798,0.3238,1.1746,1.8774,0.7887,3.0813,1.9908,1.9573,1.1948,0.2295,6.2541,5.8292,1.0632,0.9919,4.532,0.5264,4.8473,0.8516
1.7971,0.5976,1.5831,0.406,0.7291,1.9354,0.1714,0.7563,0.6419,0.5632,0.9586,1.1681,0.7329,0.7625,0.7342,0.3276,2.7287,4.3321,1.1131,0.6244,0.3371,0.898,1.4401,1.6344
